,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
591,IIFL,INE530B01024,359.2,349.85507117678026,343.7326835416298,383.2,279.8,1073971,2510176.66,0.42784677951710376,6.263048016701461
592,IIFLCAPS,INE489L01022,220.67,224.66209750190677,225.7480322419414,253.8,180.0,743944,632206.64,1.1767418323856895,13.05358550039402
593,IKIO,INE0LOJ01019,220.53,235.16000021702277,229.67648682375912,304.0,166.0,61929,296222.18,0.2090626704590453,27.457236842105264
594,IITL,INE886A01014,197.36,215.72906905196442,250.30178285313252,372.9,190.0,7912,10627.98,0.7444500271923734,47.07428264950388
595,IKS,INE115Q01022,1476.2,1467.9137400241325,1553.542049190439,1929.0,1236.8,506607,198648.52,2.5502681822144964,23.473302229134262
596,IL&FSENGG,INE369I01014,43.5,40.20470473769237,38.64664176387088,45.84,30.12,12121,19542.52,0.6202373081874805,5.104712041884824
597,IMAGICAA,INE172N01012,63.47,66.72468235042612,66.18211575747756,76.3,57.05,504895,1199249.0,0.42100931499630184,16.815203145478375
598,IMFA,INE919H01018,587.75,621.2467164503325,648.1527501840502,676.45,549.8,100603,85957.8,1.1703766266702964,13.112572991351918
599,IMPAL,INE547E01014,993.55,995.9578616819446,998.0764723010449,1089.8,870.1,2118,3218.62,0.6580459948673656,8.831895760690035
600,INCREDIBLE,INE452L01012,36.96,37.54058395637486,37.174623157621724,41.5,28.5,3630,14180.02,0.25599399718759214,10.939759036144576
601,INDGN,INE065X01017,547.75,562.848132738725,565.1175519327827,609.9,499.0,366738,576433.4,0.6362192058961191,10.190195113953104
602,INDBANK,INE841B01017,33.58,32.32113577076763,32.58972377706778,39.33,25.5,45085,86617.84,0.5205047828484294,14.619883040935674
603,INDHOTEL,INE053A01029,787.7,803.3911513326204,790.1924280309926,858.0,682.7,4022508,3842823.38,1.0467584903680898,8.193473193473189
604,INDIACEM,INE383A01012,307.95,288.9262702357867,289.53462934441364,319.4,238.85,1078885,970382.42,1.1118142474180437,3.5848465873512807
605,INDIAGLYCO,INE560A01015,1385.8,1326.3188838214894,1253.0892755191428,1466.9,1007.05,60606,158729.44,0.38181952887882675,5.528665894062317
606,INDIANCARD,INE061A01014,300.4,274.6134849125326,265.7792558274036,336.45,217.5,5893,9038.08,0.6520190128876929,10.714816466042507
607,INDIANB,INE562A01011,565.8,560.6195709181093,541.7662956125405,599.9,478.0,1069116,1450942.34,0.7368425129836654,5.684280713452246
608,INDIANHUME,INE323C01030,381.35,385.7455673050788,364.6387898072472,415.9,281.05,40578,141071.46,0.2876414549051949,8.307285405145457
609,INDIGOPNTS,INE09VQ01012,974.75,1003.5648229152383,1037.9432900957247,1182.45,910.0,51721,105015.68,0.4925074046085309,17.56522474523236
610,INDIASHLTR,INE922K01024,866.75,849.956089168227,798.0289784437847,915.0,640.8,149351,257598.14,0.5797829130287975,5.273224043715847
611,INDNIPPON,INE092B01025,595.85,604.0587121013485,603.096564594579,644.4,545.3,7806,15699.82,0.49720315264761,7.534140285536926
612,INDOAMIN,INE760F01028,129.83,128.91065810179782,128.35276343630784,144.27,105.0,71274,185494.66,0.38423747616238657,10.009010882373326
613,INDOFARM,INE622H01018,151.02,156.83493853421666,169.38819383627137,204.9,136.8,58417,289042.58,0.2021051708021704,26.295754026354317
614,INDOCO,INE873D01024,232.57,236.02893741326466,243.5589006145493,267.3,190.0,32762,104830.18,0.3125245039167156,12.992891881780777
615,INDORAMA,INE156A01020,34.95,35.932059535968136,36.62238024828955,42.99,32.0,28205,107493.18,0.26238873945305186,18.702023726448008
616,INDOBORAX,INE803D01021,187.52,179.00685426666035,172.68206872500653,199.1,142.35,71318,55531.48,1.2842805558216708,5.816172777498736
617,INDOSTAR,INE896L01010,301.5,297.93770290084706,282.0596485020238,333.35,217.88,566911,261127.92,2.1710087531046085,9.554522273886313
618,INDSWFTLAB,INE915B01019,71.62,83.09367017415262,88.38598312478453,105.5,70.57,889796,156961.62,5.668876251404643,32.11374407582938
619,INDOUS,INE250Z01010,147.44,164.36481720644443,177.40186445856855,234.5,145.0,2170,7231.92,0.3000586289671346,37.12579957356077
620,INDRAMEDCO,INE681B01017,399.1,404.7799173110966,402.45030279646994,440.2,307.25,127211,261171.16,0.4870790480847885,9.336665152203537
621,INDTERRAIN,INE611L01021,33.56,34.83729152224102,35.579820455073005,44.4,29.65,60572,100463.48,0.602925560611677,24.414414414414406
622,INDUSINDBK,INE095A01012,838.4,782.1900796380239,811.7205392474582,1063.95,606.0,20241775,15320636.12,1.321209827154357,21.199304478593923
623,INDUSTOWER,INE121J01017,408.2,385.1220257322175,364.4946882289065,421.5,312.75,6841231,6908412.74,0.9902753725742217,3.155397390272838
624,INFOBEAN,INE344S01016,301.75,302.4032078262885,315.028411556278,364.95,270.55,6210,16965.32,0.36604084096262257,17.317440745307575
625,INNOVACAP,INE0DUT01020,884.55,884.8355603627891,880.4557463050348,964.0,662.0,26896,86088.62,0.31242224582064393,8.241701244813282
626,INOXGREEN,INE510W01014,139.35,133.46657466248377,132.40813165326827,148.71,104.0,1359275,2650004.04,0.5129331802830006,6.294129513818851
627,INNOVANA,INE403Y01018,321.65,328.87841864095924,343.06893657837503,429.25,270.5,1494,22952.0,0.06509236667828512,25.066977285963898
628,INOXINDIA,INE616N01034,988.8,1006.6358007112034,996.4193857832595,1078.0,885.1,79142,590841.78,0.13394787348992143,8.27458256029685
629,INOXWIND,INE066P01011,169.02,166.1652931868241,163.0469429228191,183.0,136.5,4877476,10016883.76,0.4869254866944767,7.639344262295077
630,INSPIRISYS,INE020G01017,78.75,79.69354668872849,81.7696351350293,98.0,66.55,6163,20596.24,0.29922937390513993,19.642857142857142
631,INTELLECT,INE306R01017,789.55,743.6101051710945,738.1776132042388,826.7,577.4,758586,563832.04,1.3454113036924966,4.493770412483379
632,INSECTICID,INE070I01018,691.4,672.8595763969256,638.0709093374406,756.45,542.55,20546,47636.64,0.43130665806824325,8.599378676713606
633,INTENTECH,INE781A01025,91.07,93.76971291220892,96.51662371324636,120.01,87.66,12870,46842.7,0.27474932059851376,24.114657111907352
634,IOB,INE565A01014,37.53,38.30296856620265,40.8190619260818,48.67,33.5,4685753,7882548.16,0.5944464790938873,22.88884322991576
635,INTLCONV,INE575C01027,72.74,73.29015803063955,72.45870870131121,79.55,61.2,49705,100729.88,0.4934484186817258,8.56065367693275
636,IOLCP,INE485C01029,64.79,65.12192625351578,66.13081885765457,73.65,57.5,782350,1087692.48,0.7192749921374836,12.029871011541072
637,IONEXCHANG,INE570A01022,499.1,505.49093801424203,510.21185267022094,549.3,405.0,166321,237849.14,0.6992709748708782,9.138904059712349
638,IOC,INE242A01010,137.86,133.98500615464877,129.875044980537,139.9,110.72,39902398,13924373.94,2.8656511360538772,1.4581844174410237
639,IPL,INE0D6701023,143.63,144.18795787692983,143.03251567103916,162.57,119.79,189487,307518.0,0.6161818169993302,11.650365996186258
640,IPCALAB,INE571A01038,1401.2,1406.3661745152124,1417.3782787616422,1524.85,1168.2,474031,334149.44,1.4186197648573045,8.108994327310874
641,IRB,INE821I01022,45.6,46.684230059948106,46.93542796159559,50.83,40.96,13236009,16274190.2,0.8133129106479289,10.28919929175683
642,IRCON,INE962Y01021,152.65,157.3921057961718,160.6280954504844,172.65,134.24,2608670,7161766.0,0.3642495440370434,11.584129742253113
643,IRFC,INE053F01010,124.47,127.7208997534449,127.24592173891058,137.66,108.04,11616287,21095889.52,0.5506421992297199,9.581577800377742
644,IRCTC,INE335Y01020,751.5,749.0093153618691,738.7675813072291,787.1,656.0,944632,1241205.68,0.761060004172717,4.522932283064416
645,IREDA,INE202E01016,167.06,166.54898400686923,167.35654902146263,187.7,137.01,10981945,19334501.8,0.5679973093488243,10.996270644645705
646,IRMENERGY,INE07U701015,287.7,290.35368532624994,288.8826328473706,324.45,237.0,40623,168644.14,0.24087999737198101,11.326860841423949
647,IRIS,INE864K01010,265.85,321.68420007568335,366.1274016444402,438.9,265.85,24127,14291.34,1.6882251769253267,39.42811574390521
648,IRISDOREME,INE01GN01025,46.87,46.2840138051287,48.20919373774361,59.79,41.46,128827,187073.98,0.6886420014156965,21.6089647098177
649,ISFT,INE566K01011,101.28,103.00323371033302,107.09310124603492,131.49,90.11,7591,48198.22,0.15749544277776234,22.975131188683555
650,ISGEC,INE858B01029,1130.0,1115.4528000657185,1085.3291652765956,1264.7,842.4,70350,219391.0,0.32066037348842935,10.650747212777736
651,ITCHOTELS,INE379A01028,194.43,196.66662390508128,188.47207853769984,213.3,158.35,5144497,10822800.06,0.4753388191114749,8.846694796061886
652,ITC,INE154A01025,425.8,421.79317640254146,419.1353873738892,437.45,390.15,10026546,15370748.3,0.6523134595860892,2.6631615041719
653,ITDC,INE353K01014,560.05,579.3277973887268,578.2264188304833,633.4,467.05,19421,152932.56,0.12699061599439648,11.580359962109256
654,ITDCEM,INE686A01026,487.55,528.2863328559378,533.3864498431124,569.95,481.0,319949,663789.04,0.48200404152500015,14.457408544609182
655,IVP,INE043C01018,163.09,161.71400523857383,163.31040284291512,184.05,140.91,3722,17814.48,0.20893116161684203,11.388209725618042
656,ITI,INE248A01017,255.34,262.25957022791016,274.22338315594425,295.0,234.04,158902,239389.2,0.6637809892843954,13.444067796610168
657,J&KBANK,INE168A01041,94.38,98.03406315328978,96.5196982211943,116.4,87.99,3457783,4192324.36,0.8247889960499144,18.917525773195884
658,IZMO,INE848A01014,289.25,294.52044249347415,310.6714116197643,409.0,229.7,13169,24873.54,0.5294381097342798,29.278728606356967
659,JAIBALAJI,INE091G01026,119.2,129.27440180055726,135.44395284545533,158.0,114.45,720791,727903.36,0.990228977648901,24.55696202531645
660,JAGRAN,INE199G01027,72.88,73.27690124287044,72.76182263806854,82.2,65.38,160090,350095.24,0.4572755687852254,11.338199513382003
661,JAGSNPHARM,INE048B01035,224.96,224.0811384245162,221.1123965398606,267.0,192.85,153359,246533.92,0.62206044506979,15.745318352059922
662,JAIPURKURT,INE696V01013,44.23,46.3479478379395,45.519416828443966,54.59,35.34,30251,73352.86,0.41240382447255636,18.97783476827259
663,JAICORPLTD,INE070D01027,88.58,92.10908785669953,101.60894361579375,128.0,82.2,296638,811155.34,0.36569814112300614,30.796875
664,JAMNAAUTO,INE039C01032,80.1,79.24545563968276,79.14955028799423,88.4,68.57,743657,1670400.2,0.44519690550803337,9.389140271493225
665,JASH,INE039O01029,564.45,611.432702928347,593.7615735534597,698.95,496.0,381019,286084.46,1.3318409535421811,19.24315043994563
666,JAYAGROGN,INE785A01026,231.82,235.492697521771,241.0654580772613,295.0,201.31,5164,15021.72,0.34376888931493865,21.416949152542376
667,JAYBARMARU,INE571B01036,62.49,63.16363634752647,65.29089305463278,74.09,55.5,41612,98095.28,0.42419981878842694,15.6566338237279
668,JAYSREETEA,INE364A01020,95.04,94.79781541238353,95.9840131020512,109.7,85.61,45199,107294.16,0.4212624433613162,13.363719234275292
669,JAYNECOIND,INE854B01010,41.09,35.92387217744089,34.688175743791106,47.9,28.0,836687,324284.96,2.580098071769964,14.217118997912307
670,JBMA,INE927D01051,650.2,651.9699821432954,635.5220264291969,716.3,489.8,334287,1407100.88,0.23757145258838872,9.227977104565115
671,JGCHEM,INE0MB501011,326.05,339.2892817036578,334.6145196146761,371.95,280.45,90964,101053.58,0.9001561349929413,12.340368329076483
672,JINDALPOLY,INE197D01010,630.3,665.519689618156,697.4020695530979,828.0,621.55,15619,39920.16,0.3912559468699524,23.876811594202906
673,JINDALPHOT,INE796G01012,861.6,773.213050801047,715.3291885407909,885.9,536.0,27411,14723.32,1.8617404226764072,2.7429732475448643
674,JINDALSAW,INE324A01032,248.0,260.27593510399146,257.62798797630967,286.4,224.6,953057,1435355.94,0.6639865230919656,13.407821229050274
675,JINDALSTEL,INE749A01030,895.65,885.4468703879061,879.9745667409538,943.75,770.0,1048167,2126191.04,0.4929787494542353,5.096688741721857
676,JINDRILL,INE742C01031,655.3,744.3432303402396,788.9821812619152,982.45,646.3,245383,532168.36,0.46110031795201056,33.29940454984987
677,JINDWORLD,INE247D01039,66.35,67.75975665635117,69.1919866698592,82.7,54.14,608845,2716824.94,0.22410166773572096,19.770253929867
678,JIOFIN,INE758E01017,260.42,244.30756745015228,238.62752628153933,263.3,198.65,32058337,28471410.74,1.1259834397654438,1.0938093429548026
679,JISLDVREQS,IN9175A01010,28.99,29.25369238798209,29.96444418164444,33.76,25.99,26976,48879.06,0.5518927737153702,14.129146919431278
680,JISLJALEQS,INE175A01038,52.5,55.396087988567714,58.41824892477041,66.65,50.25,2101112,3705684.52,0.5669969984384963,21.23030757689423
681,JITFINFRA,INE863T01013,404.0,384.7085635483501,403.7986991614962,460.35,333.0,11724,28847.38,0.40641472466477024,12.240686434234824
682,JKIL,INE576I01022,646.75,674.8918840185653,680.3269632529182,736.95,578.0,140129,186044.02,0.7532034622773686,12.239636338964658
683,IXIGO,INE0HV901016,146.34,146.7425550950758,143.63894971332658,159.45,117.0,325657,931468.16,0.34961688867604446,8.222013170272804
684,JKTYRE,INE573A01042,310.4,299.48580558491864,297.55321994911503,321.95,243.0,2600467,625071.1,4.160273927238038,3.5875135890666288
685,JKLAKSHMI,INE786A01032,776.95,794.7085052865227,779.6451880023723,835.0,660.5,81965,169058.26,0.4848328617602003,6.952095808383228
686,JKPAPER,INE789E01012,314.7,324.6777830525446,326.72092238841225,348.8,275.75,410781,541388.66,0.7587543484933725,9.776376146788996
687,JLHL,INE682M01012,1467.6,1496.3776829507985,1515.8525590956633,1770.0,1266.0,35896,35300.92,1.0168573510265455,17.08474576271187
688,JMFINANCIL,INE780C01023,101.54,99.95463167430506,99.75053977594212,108.61,80.2,2053943,3978182.22,0.5163018902638401,6.509529509253285
689,JMA,INE412C01023,83.3,80.3683950979898,81.40924187789936,92.65,64.3,15783,14052.84,1.1231181739776444,10.091743119266065
690,JNKINDIA,INE0OAF01028,352.5,359.54809175510366,376.86397851569825,480.0,264.8,15219,79484.1,0.19147225671549403,26.5625
691,JOCIL,INE839G01010,151.08,150.54671526417548,154.87491865523864,181.95,132.02,1128,9438.66,0.11950848955254242,16.966199505358603
692,JSFB,INE953L01027,500.5,479.97458750468076,451.10711943630605,530.45,384.55,1209857,334841.62,3.613221677759175,5.646149495711197
693,JSWSTEEL,INE019A01038,1029.8,1024.3406188055512,1004.0639587656432,1074.9,905.2,1755328,1879663.58,0.9338522162566985,4.195739138524527
694,JPOLYINVST,INE147P01019,865.1,794.2627414634077,743.129021074589,877.7,554.3,7465,9419.58,0.7924981793243435,1.4355702404010506
695,JSL,INE220G01021,583.1,571.27242524376,587.3750549372596,664.8,496.6,2228152,1076031.58,2.0707124599447164,12.289410348977126
696,JSWENERGY,INE121E01018,479.2,500.11346871622266,505.9492220755984,579.0,418.75,5506434,4825279.86,1.1411636547025066,17.236614853195167
697,JSWINFRA,INE880J01026,293.65,299.17165207572856,289.92267333911974,327.8,218.2,1679089,2614931.22,0.6421159329766233,10.417937766931065
698,JUBLFOOD,INE797F01020,715.4,692.4261753994019,679.5862733321668,725.95,575.05,1976135,2129438.9,0.9280073732099099,1.4532681314140186
699,JTEKTINDIA,INE643A01035,142.02,136.72640588812936,134.83195487907048,145.0,106.06,73521,148818.1,0.4940326479104356,2.0551724137930965
700,JTLIND,INE391J01032,64.94,72.06429822042715,78.37377281448862,95.9,60.11,1314722,1746561.74,0.752748654622424,32.28362877997915
701,JUNIPER,INE696F01016,286.55,277.74368914403516,273.71412849003383,299.0,224.3,123122,366860.76,0.33560961930079414,4.163879598662203
702,JUBLINGREA,INE0BY001018,642.45,664.0162094190043,667.710812660089,722.9,535.2,345985,349484.4,0.989986963652741,11.128786830820298
703,JWL,INE209L01016,354.6,368.32280247051096,361.54432991356646,401.0,270.05,1586959,3938496.72,0.4029352092490761,11.571072319201988
704,JUSTDIAL,INE599M01018,936.8,908.433172081029,880.9557011098713,1048.9,751.8,382849,592507.26,0.6461507323977769,10.687386786156939
705,JUBLPHARMA,INE700A01033,897.95,908.8584492537174,914.5147789017209,1034.5,802.0,278779,311100.88,0.8961048261901413,13.199613339777667
706,JYOTICNC,INE980O01024,1076.6,1062.8750179034876,1046.4678020184344,1170.0,750.1,151792,886189.48,0.17128616782948045,7.982905982905991
707,JYOTHYLAB,INE668F01031,374.0,367.85884237472385,360.59230317822926,399.9,300.1,360834,952672.02,0.37875994300745813,6.4766191547886915
708,KABRAEXTRU,INE900B01029,268.75,283.93971737534895,319.0309423569868,417.5,245.4,15346,110079.3,0.13940858998921687,35.62874251497006
709,KAKATCEM,INE437B01014,145.93,148.78997975470747,150.1636312817224,165.5,130.3,2375,7437.3,0.3193363182875506,11.824773413897278
710,KAJARIACER,INE217B01036,804.5,819.1655235460396,859.0527615341146,944.05,758.7,671111,381671.06,1.7583491921027494,14.782056035167624
711,KALYANKJIL,INE303R01014,516.55,506.9051316979814,498.3761130959417,545.4,399.4,3230049,9809777.02,0.3292683404948587,5.289695636230294
712,KALAMANDIR,INE438K01021,122.15,127.68209962168737,135.9312606165898,170.99,113.95,303398,434009.48,0.6990584629626063,28.56307386396865
713,KALYANIFRG,INE314G01014,634.35,550.0603570627015,559.9322086339442,634.35,488.15,4293,793.26,5.411844792375766,0.0
714,KAMDHENU,INE390H01020,27.27,28.332185807640993,31.093393233039055,38.85,25.1,1796415,2374353.88,0.7565910941632678,29.806949806949813
715,KAMATHOTEL,INE967C01018,236.0,266.09918856833764,269.8782622918522,353.6,208.5,111886,502208.92,0.22278775932534214,33.2579185520362
716,KANORICHEM,INE138C01024,87.58,87.28932294286415,88.09840225950585,102.62,73.01,19416,66187.6,0.29334799871879325,14.656012473202109
717,KAPSTON,INE542Z01028,214.79,218.55251205399574,222.20465903063712,255.96,190.0,1803,4751.32,0.3794734936817558,16.084544460071893
718,KANSAINER,INE531A01024,257.17,254.98702674592215,246.73678213902548,271.18,218.2,253912,286634.16,0.885839985017836,5.166310199867243
719,KANPRPLA,INE694E01014,115.47,115.4610756953398,117.27710202686667,129.7,104.5,18475,16808.06,1.0991750386421753,10.971472629144172
720,KARMAENG,INE725L01011,53.11,54.063313111411375,55.364380902931515,64.49,44.91,2963,6934.64,0.4272752442808855,17.646146689409207
721,KAUSHALYA,INE234I01028,915.3,909.7936178135416,910.4558096498663,987.95,787.8,1771,524.62,3.3757767526971905,7.35361101270308
722,KARURVYSYA,INE036D01028,218.17,215.95566479931676,213.7014547310607,230.65,185.55,1540405,2238734.34,0.6880695813153069,5.41079557771516
723,KAYA,INE587G01015,260.91,260.4241568939501,260.10867140331595,301.82,204.43,14939,60386.88,0.24738817438489952,13.554436419057705
724,KCPSUGIND,INE790B01024,35.41,36.18011825329857,36.430701961298766,39.59,31.11,71773,181280.76,0.3959217734965365,10.558221773175061
725,KCP,INE805C01028,199.98,205.0961607976967,202.3759633285011,220.89,167.55,143939,349029.38,0.41239794770285526,9.466250169767756
